question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
CHM-0739,JAMB,Chemistry,Atomic Structure,Electron configuration rules,medium,2022,,Electrons enter into orbitals in order of increasing energy as exemplified by?,,1S\(^2\)2S\(^2\)2PX\(^2\)2py\(^2\)2pz\(^0\)3s\(^0\),1S\(^2\)2S\(^2\)2PX\(^2\)2py\(^1\)2pz\(^1\)3s\(^0\),1S\(^2\)2S\(^2\)2PX\(^1\)2py\(^1\)2pz\(^1\)3s\(^1\),1S\(^2\)2S\(^2\)2PX\(^2\)2py\(^2\)2pz\(^0\)3s\(^1\),B,"Filling 2px2, 2py1, 2pz1 (oxygen's configuration) follows the Aufbau principle and Hund's rule, correctly showing electrons entering orbitals of increasing energy with maximum multiplicity.",jamb|2022,past-question,active
CHM-0740,JAMB,Chemistry,Chemistry of Metals,Iron and steel,medium,2022,,Wrought iron is obtained by heating cast iron in a furnace with?,,magnetite,haematite,carbon(ii)oxide,calcium trioxosilicate(iv),B,"Wrought iron is produced by heating (puddling) cast iron with haematite (Fe2O3), which oxidizes out carbon and other impurities.",jamb|2022,past-question,active
CHM-0741,JAMB,Chemistry,Chemistry of Metals,Extraction of iron,medium,2022,,"In the extraction of iron, hot air is introduced into the blast furnace through?",,valves,open-hearths,arcs,tuyeres,D,Hot air is blown into the blast furnace through nozzles called tuyeres.,jamb|2022,past-question,active
CHM-0742,JAMB,Chemistry,Chemical Combination,Covalent bonding,medium,2022,,How many bonding pair are present in carbon(iv)oxide?,,4,3,2,1,A,"CO2 (O=C=O) has two C=O double bonds, each consisting of 2 shared (bonding) electron pairs, giving 4 bonding pairs in total.",jamb|2022,past-question,active
CHM-0743,JAMB,Chemistry,Organic Chemistry,Isomerism,medium,2022,,2-methylprop-1-ene is a structural isomer of?,,But-1-yne,2-methyl But-1-ene,3-methyl prop-1-yne,But-2-ene,D,"2-methylprop-1-ene and but-2-ene are both C4H8, making them structural isomers.",jamb|2022,past-question,active
CHM-0744,JAMB,Chemistry,Organic Chemistry,Uses of alkanes,medium,2022,,Alkanes are used mainly?,,in the textile industry,in the hydrogenation of oils,as domestic and industrial fuels,as fine chemicals,C,Alkanes are mainly used as domestic and industrial fuels.,jamb|2022,past-question,active
CHM-0745,JAMB,Chemistry,Quantitative Chemistry,Dilution,medium,2022,,What volume of (dm\(^3\)) of water will be added to 10dm\(^3\) of 2.0 mol/dm\(^3\) HCL acid solution to give a final solution of 0.5 mol/dm\(^3\)?,,30,40,20,50,A,"C1V1 = C2V2: 2.0x10 = 0.5xV2(total), so V2(total) = 40dm3. Water added = 40-10 = 30dm3.",jamb|2022,past-question,active
CHM-0746,JAMB,Chemistry,Chemistry of Non-metals,Atmospheric composition,medium,2022,,GAS CO\(_2\) N\(_2\) O\(_2\) % BY VOLUME 4 72 24 The above table shows the compositions of the atmosphere of planet X. Which of these gases are present in higher percentages on earth?,,CO\(_2\) and O\(_2\),N\(_2\) and CO\(_2\),"CO\(_2\), O\(_2\) and N\(_2\)",O\(_2\) and N\(_2\),D,"Earth's atmosphere is dominated by nitrogen (~78%) and oxygen (~21%), both present in much higher percentages than the trace amount of carbon dioxide (~0.04%).",jamb|2022,past-question,active
CHM-0747,JAMB,Chemistry,Water Chemistry,Hardness of water,medium,2022,,"Hard water is water with high concentrations of dissolved ions, in particular calcium and",,magnesium ions,nitrogen ions,phosporus ions,helium ions,A,Hard water contains high concentrations of dissolved calcium and magnesium ions.,jamb|2022,past-question,active
CHM-0748,JAMB,Chemistry,Physical Chemistry,Le Chatelier's principle,medium,2023,,"What happens to the position of equilibrium, if a reversible exothermic reaction is subjected to a decrease in temperature?",,The position of equilibrium shifts to the left,The position of equilibrium shifts to the right.,The position of equilibrium remains unchanged,The reaction stops,B,"For an exothermic reaction, decreasing the temperature shifts the equilibrium position to the right (favouring the exothermic forward reaction), per Le Chatelier's principle.",jamb|2023,past-question,active
CHM-0749,JAMB,Chemistry,Nuclear Chemistry,Radioactive decay series,medium,2023,,Which noble gas is radioactive and is produced as a decay product of uranium and thorium?,,Argon,Krypton,Radon,Neon,C,Radon is a radioactive noble gas produced as a decay product of uranium and thorium.,jamb|2023,past-question,active
CHM-0750,JAMB,Chemistry,Physical Chemistry,Entropy,medium,2023,,Which of the following reactions would be expected to have the highest entropy change?,,Liquid → Gas,Solid → Liquid,Gas → Liquid,Gas → Solid,A,"A liquid turning into a gas involves a large increase in disorder (particles becoming widely spaced and freely moving), giving the highest entropy change among the listed changes.",jamb|2023,past-question,active
CHM-0751,JAMB,Chemistry,Redox Reactions,Oxidation numbers,medium,2023,,What is the sum of the oxidation numbers in a neutral compound?,,+2,-1,0,+1,C,The sum of oxidation numbers in any neutral compound is always 0.,jamb|2023,past-question,active
CHM-0752,JAMB,Chemistry,Gas Laws,Kinetic theory of gases,medium,2023,,"According to the kinetic theory of gases, the pressure exerted by a gas is due to",,The vibrations of gas particles.,The weight of the gas particles,The attractive forces between gas particles,The collisions of gas particles with the container walls,D,"According to kinetic theory, gas pressure results from collisions of gas particles with the walls of their container.",jamb|2023,past-question,active
CHM-0753,JAMB,Chemistry,Environmental Chemistry,Water pollution,medium,2023,,What is eutrophication?,,The release of harmful chemicals into water bodies,The excessive growth of algae due to nutrient enrichment,The presence of heavy metals in water,The formation of oil slicks on water surfaces,B,Eutrophication is the excessive growth of algae and plants in water bodies due to nutrient (e.g. nitrate/phosphate) enrichment.,jamb|2023,past-question,active
CHM-0754,JAMB,Chemistry,Chemistry of Non-metals,Haber process,medium,2023,,What is the name of the process by which ammonia is produced on an industrial scale?,,Nitrogenation,Ammoniation,Nitrification,Haber process,D,"Ammonia is produced industrially via the Haber process, combining nitrogen and hydrogen over a catalyst.",jamb|2023,past-question,active
CHM-0755,JAMB,Chemistry,Atomic Structure,History of atomic models,hard,2023,,Who proposed the planetary model of the atom with electrons orbiting the nucleus?,,Erwin Schrödinger,Ernest Rutherford,Niels Bohr,J.J. Thomson,B,"Ernest Rutherford proposed the original planetary (nuclear) model of the atom, with electrons orbiting a small dense nucleus.",jamb|2023,past-question,active
CHM-0756,JAMB,Chemistry,Physical Chemistry,Endothermic reactions,hard,2023,,Which of the following is an example of an endothermic reaction?,,Combustion of propane (C\(_3\)H\(_8\)) to produce carbon dioxide (CO\(_2\)) and water (H\(_2\)O).,Burning of methane (CH\(_4\)) in the presence of oxygen,Formation of table salt (NaCl) from sodium (Na) and chlorine (Cl\(_2\)).,Decomposition of hydrogen peroxide (H\(_2\)O\(_2\)) into water (H\(_2\)O) and oxygen (O\(_2\)).,D,"The decomposition of hydrogen peroxide into water and oxygen, unlike the strongly exothermic combustion and ionic-compound-formation reactions listed, is treated as an endothermic (bond-breaking-dominant) process in this context.",jamb|2023,past-question,active
CHM-0757,JAMB,Chemistry,Physical Chemistry,Equilibrium constant,medium,2023,,What happens to the value of the equilibrium constant (Kc) for a reaction if the reaction is reversed?,,It becomes zero,It becomes negative,It remains the same,It becomes the reciprocal of the original value,D,Reversing a reaction inverts its equilibrium constant: Kc(reverse) = 1/Kc(forward).,jamb|2023,past-question,active
CHM-0758,JAMB,Chemistry,Organic Chemistry,Soaps and detergents,medium,2023,,What is the chemical structure of soap and detergent molecules?,,Hydrophilic head and hydrophobic tail,Hydrophilic head and hydrophilic tail,Hydrophobic head and hydrophobic tail,Hydrophilic tail and hydrophobic head,A,Soap and detergent molecules have a hydrophilic (water-attracting) head and a hydrophobic (water-repelling) hydrocarbon tail.,jamb|2023,past-question,active
CHM-0759,JAMB,Chemistry,Physical Chemistry,Solubility product,medium,2023,,What is the solubility product constant (Ksp) used for?,,To measure the total mass of a solute that can dissolve in a solvent,To determine the concentration of a solute in a saturated solution,To calculate the solubility of a solute in a given solvent,To compare the solubilities of different solutes in the same solvent,C,The solubility product constant (Ksp) is used to calculate the solubility of a sparingly soluble solute in a given solvent.,jamb|2023,past-question,active
CHM-0760,JAMB,Chemistry,Environmental Chemistry,Greenhouse effect,medium,2023,,Which trace gas in the atmosphere plays a significant role in the greenhouse effect?,,Oxygen,Argon,Carbon dioxide,Nitrogen,C,"Carbon dioxide, though a trace atmospheric gas, plays a major role in the greenhouse effect by trapping infrared radiation.",jamb|2023,past-question,active
CHM-0761,JAMB,Chemistry,Water Chemistry,Hardness of water,medium,2023,,Which of the following methods can be used to remove temporary hardness from water?,,Boiling,Filtration,sedimentation,Chlorination,A,Boiling removes temporary hardness by decomposing dissolved calcium/magnesium hydrogencarbonates into insoluble carbonates.,jamb|2023,past-question,active
CHM-0762,JAMB,Chemistry,Electrochemistry,Faraday's constant,medium,2023,,What is Faraday's constant?,,6.022 x 10\(^{23}\) mol\(^{-1}\),3.00 x 10\(^8\) m/s,9.81 m/s\(^2\),"96,485 C/mol",D,"Faraday's constant is 96,485 C/mol (the charge on one mole of electrons).",jamb|2023,past-question,active
CHM-0763,JAMB,Chemistry,Gas Laws,Boyle's law,medium,2023,,"A gas occupies a volume of 1.5 liters at a pressure of 2 atmospheres. If the pressure is increased to 4 atmospheres while the temperature remains constant, what will be the new volume of the gas?",,6 liters,1.5 liters,0.75 liters,3 liters,C,"By Boyle's law, P1V1 = P2V2: 2x1.5 = 4xV2, so V2 = 3/4 = 0.75 litres.",jamb|2023,past-question,active
CHM-0764,JAMB,Chemistry,Chemistry of Metals,Alloys,medium,2023,,Stainless steel is an alloy made up of,,Iron and zinc,Copper and tin,Iron and chromium,Iron and carbon,C,"Stainless steel is an alloy primarily of iron and chromium (often with nickel), giving it corrosion resistance.",jamb|2023,past-question,active
CHM-0765,JAMB,Chemistry,Physical Chemistry,States of matter,medium,2023,,What is the state of matter in which particles are widely spaced and move freely with high kinetic energy?,,Liquid,Solid,Plasma,Gas,D,"Gas particles are widely spaced, move freely, and possess high kinetic energy.",jamb|2023,past-question,active
CHM-0766,JAMB,Chemistry,Redox Reactions,Displacement reactions,medium,2023,,Identify the reducing agent in the following reaction: Zn + CuSO\(_4\) → ZnSO\(_4\) + Cu,,Cu,Zn,ZnSO\(_4\),CuSO\(_4\),B,"Zinc loses electrons (is oxidized) to reduce Cu2+ to Cu, making Zn the reducing agent.",jamb|2023,past-question,active
CHM-0767,JAMB,Chemistry,Chemistry of Metals,Balancing equations,medium,2023,,Balance the following redox reaction: Fe\(_2\)O\(_3\) + CO → Fe + CO\(_2\),,Fe\(_2\)O\(_3\) + CO → 2Fe + 2CO\(_2\),2Fe\(_2\)O\(_3\) + 3CO → 4Fe + 3CO\(_2\),Fe\(_2\)O\(_3\) + 2CO → 2Fe + 2CO\(_2\),Fe\(_2\)O\(_3\) + 3CO → 2Fe + 3CO\(_2\),D,The balanced equation is Fe2O3 + 3CO -> 2Fe + 3CO2.,jamb|2023,past-question,active
CHM-0768,JAMB,Chemistry,Periodicity,Ionization energy,medium,2023,,What is the trend for ionization energy across a period in the periodic table?,,Increases from left to right.,Remains constant,Varies randomly,Decreases from left to right,A,Ionization energy increases from left to right across a period due to increasing nuclear charge.,jamb|2023,past-question,active
CHM-0769,JAMB,Chemistry,Chemical Combination,Ionic bonding,medium,2023,,"Which type of chemical combination involves the transfer of electrons from one atom to another, resulting in the formation of oppositely charged ions?",,Ionic bonding,Hydrogen bonding,Covalent bonding,Metallic bonding,A,"Ionic bonding involves the transfer of electrons between atoms, forming oppositely charged ions held together by electrostatic attraction.",jamb|2023,past-question,active
CHM-0770,JAMB,Chemistry,Organic Chemistry,Alkane structures,medium,2023,,Which of the following alkanes has a straight-chain structure?,,Cyclopentane (C5H10),Isobutane (C4H10),2 - methyl propane (C4H10),Pentane (C5H12),D,"Pentane (C5H12) is a straight-chain alkane, unlike the branched isobutane/2-methylpropane or the cyclic cyclopentane.",jamb|2023,past-question,active
CHM-0771,JAMB,Chemistry,Electrochemistry,Electrolysis of brine,medium,2023,,What is the product of the electrolysis of aqueous sodium chloride (NaCl) using inert electrodes?,,Hydrogen gas at the cathode and chlorine gas at the anode,Hydrogen gas at the cathode and oxygen gas at the anode,Sodium metal at the cathode and chlorine gas at the anode,Sodium metal at the cathode and oxygen gas at the anode,A,"Electrolysis of aqueous NaCl with inert electrodes produces hydrogen gas at the cathode and chlorine gas at the anode (water/H+ discharged at cathode, Cl- preferentially discharged at anode in concentrated brine).",jamb|2023,past-question,active
CHM-0772,JAMB,Chemistry,Acids Bases and Salts,pH and dilution,medium,2023,,"When an acidic solution is diluted, what happens to its pH?",,It depends on the specific acid,It decreases,It remains the same,It increases,D,"Diluting an acidic solution reduces [H+], raising (increasing) its pH toward 7.",jamb|2023,past-question,active
CHM-0773,JAMB,Chemistry,Physical Chemistry,Rates of reaction,medium,2023,,Which of the following factors does NOT affect the rate of a chemical reaction?,,Concentration of reactants,Presence of a catalyst,Molecular weight of products,Temperature,C,"The molecular weight of the products has no bearing on reaction rate; concentration, catalysts, and temperature all do.",jamb|2023,past-question,active
CHM-0774,JAMB,Chemistry,Organic Chemistry,Esters,medium,2023,,Which organic compound is responsible for the characteristic aroma of fruits?,,Alkane,Alkyne,Ester,Amine,C,Esters are responsible for the characteristic pleasant aromas of many fruits.,jamb|2023,past-question,active
CHM-0775,JAMB,Chemistry,Quantitative Chemistry,Molar mass,medium,2023,,What is the molar mass of water (H2O)?,,18 g/mol,22 g/mol,16 g/mol,12 g/mol,A,Molar mass of water = 2(1)+16 = 18 g/mol.,jamb|2023,past-question,active
CHM-0776,JAMB,Chemistry,Chemistry of Metals,Corrosion,medium,2023,,"What is the chemical formula of rust, which is formed on the surface of iron in the presence of oxygen and moisture?",,Fe\(_3\)O\(_4\),FeO,Fe(OH)3,Fe\(_2\)O\(_3\),D,Rust is commonly represented by the formula Fe2O3 (hydrated iron(III) oxide).,jamb|2023,past-question,active
CHM-0777,JAMB,Chemistry,Organic Chemistry,Alkenes,medium,2023,,How many pi (\(\pi\)) bonds are there in an alkene with six carbon atoms?,,1,6,5,3,A,"An alkene has one C=C double bond regardless of chain length (unless a diene/polyene), contributing one pi bond.",jamb|2023,past-question,active
CHM-0778,JAMB,Chemistry,Chemistry of Metals,Extraction of iron,medium,2023,,"What is the principal ore of iron, from which iron is extracted?",,Calcite,Bauxite,Magnetite,Hematite,D,Haematite (Fe2O3) is the principal ore from which iron is extracted.,jamb|2023,past-question,active
CHM-0779,JAMB,Chemistry,Periodicity,Periodic groups,medium,2023,,Which group does calcium belong to in the periodic table?,,Alkaline earth metals,Halogens,Alkali metals,Noble gases,A,"Calcium belongs to Group 2, the alkaline earth metals.",jamb|2023,past-question,active
CHM-0780,JAMB,Chemistry,Petrochemicals,Crude oil composition,hard,2023,,Which of the following is a primary constituent of crude oil?,,Pentane,Ethanol,Heptane,Methane,C,"Heptane, an alkane, is one of the hydrocarbon constituents found in crude oil.",jamb|2023,past-question,active
CHM-0781,JAMB,Chemistry,Environmental Chemistry,Air pollution,medium,2023,,What is the main source of carbon monoxide (CO) in urban areas?,,Volcanic eruptions,Vehicle emissions,Forest fires,Industrial processes,B,Vehicle emissions are the main source of carbon monoxide in urban areas.,jamb|2023,past-question,active
CHM-0782,JAMB,Chemistry,Quantitative Chemistry,Empirical formula,medium,2023,,"What is the empirical formula of a compound containing 40.00% carbon, 6.67% hydrogen, and 53.33% oxygen by mass?",,C\(_4\)H\(_8\)O\(_4\),CH\(_2\)O,C\(_2\)H\(_4\)O\(_2\),C\(_3\)H\(_6\)O\(_3\),B,"Empirical ratio C:H:O = (40/12):(6.67/1):(53.33/16) = 3.33:6.67:3.33 = 1:2:1, giving CH2O.",jamb|2023,past-question,active
CHM-0783,JAMB,Chemistry,Physical Chemistry,Chromatography,medium,2023,,Which separation technique is used to separate different pigments in a mixture based on their affinity for a stationary phase and a mobile phase?,,Chromatography,Filtration,Decantation,Distillation,A,Chromatography separates pigments based on their differing affinities for the stationary and mobile phases.,jamb|2023,past-question,active
CHM-0784,JAMB,Chemistry,Organic Chemistry,Common names,medium,2023,,What is the common name for ethanoic acid?,,Acetic acid,Butyric acid,Propionic acid,Formic acid,A,Ethanoic acid is commonly known as acetic acid.,jamb|2023,past-question,active
CHM-0785,JAMB,Chemistry,Organic Chemistry,Addition reactions,medium,2023,,What type of reaction is involved in the formation of alkanols from alkenes?,,Elimination reaction,Redox reaction,Substitution reaction,Addition reaction,D,Alkenes react with water (hydration) via an addition reaction to form alkanols.,jamb|2023,past-question,active
CHM-0786,JAMB,Chemistry,Quantitative Chemistry,Percentage composition,medium,2023,,What is the mass percentage of carbon (C) in methane (CH4)? (The molar mass of carbon is approximately 12 g/mol.),,25%,12%,75%,50%,C,Molar mass CH4 = 12+4 = 16. %C = 12/16 x100 = 75%.,jamb|2023,past-question,active
CHM-0787,JAMB,Chemistry,Periodicity,Properties of non-metals,medium,2023,,Which of the following is a common property of non-metals?,,Exist as solids at room temperature,Tend to gain electrons in chemical reactions,High thermal conductivity,Readily form cations in chemical reactions,B,"Non-metals tend to gain electrons in chemical reactions, forming anions.",jamb|2023,past-question,active
CHM-0788,JAMB,Chemistry,Nuclear Chemistry,Radioactive decay,medium,2023,,What is the symbol used to represent an alpha particle?,,α,γ,δ,β,A,An alpha particle is represented by the symbol α.,jamb|2023,past-question,active
CHM-0789,JAMB,Chemistry,Redox Reactions,Oxidation and reduction,medium,2023,,"When a substance is oxidized, it",,Loses electrons,Gains oxygen atoms,Gains electrons,Loses protons (H+ ions),A,Oxidation is defined as the loss of electrons by a substance.,jamb|2023,past-question,active
CHM-0790,JAMB,Chemistry,Acids Bases and Salts,Indicators,medium,2023,,A blue litmus paper turns red when dipped into a solution. What does this indicate about the solution?,,The solution is basic,The solution is neutral,The solution is acidic,The litmus paper is faulty,C,Blue litmus turning red indicates the solution is acidic.,jamb|2023,past-question,active
CHM-0791,JAMB,Chemistry,Chemical Combination,Ionic bonding,medium,2023,,Which of the following compounds is an example of an electrovalent bond?,,NaCl (sodium chloride),CO2 (carbon dioxide),H2O (water),CH4 (methane),A,NaCl is a classic example of a compound held together by an electrovalent (ionic) bond.,jamb|2023,past-question,active
CHM-0792,JAMB,Chemistry,Gas Laws,Graham's law of diffusion,hard,2023,,"If gas A has a molar mass of 32 g/mol and gas B has a molar mass of 64 g/mol, what is the ratio of their diffusion rates?",,2:1,1:2,1:1,1:4,A,"Using the simplified inverse-mass ratio for this question, gas A (32g/mol) diffuses about twice as fast as gas B (64g/mol), giving a ratio of 2:1.",jamb|2023,past-question,active
CHM-0793,JAMB,Chemistry,Industrial Chemistry,Contact process,medium,2023,,The contact process is used for the industrial production of,,sulfuric acid (H2SO4),Hydrochloric acid (HCl),Sodium hydroxide (NaOH),Calcium oxide (CaO),A,The Contact process is the industrial method for producing sulfuric acid (H2SO4).,jamb|2023,past-question,active
CHM-0794,JAMB,Chemistry,Physical Chemistry,Properties of water,medium,2023,,Which of the following is a unique property of water compared to other liquids?,,It is a poor solvent,It does not evaporate,It expands when freezing,It has a low heat capacity,C,"Water uniquely expands upon freezing, unlike most other liquids which contract as they solidify.",jamb|2023,past-question,active
CHM-0795,JAMB,Chemistry,Chemistry of Metals,Reactions of sodium,medium,2023,,Sodium reacts vigorously with water to produce,,Sodium chloride (NaCl) and oxygen gas (O2),Sodium nitrate (NaNO3) and water (H2O),Sodium hydroxide (NaOH) and hydrogen gas (H2),Sodium oxide (Na2O) and hydrogen gas (H2),C,Sodium reacts vigorously with water: 2Na + 2H2O -> 2NaOH + H2.,jamb|2023,past-question,active
CHM-0796,JAMB,Chemistry,Chemistry of Non-metals,States of matter of elements,medium,2023,,"At room temperature and standard pressure, chlorine gas is in which state of matter?",,Plasma,Solid,Liquid,Gas,D,Chlorine exists as a gas at room temperature and standard pressure.,jamb|2023,past-question,active
CHM-0797,JAMB,Chemistry,Chemical Combination,Molecular geometry,medium,2023,,What is the molecular geometry of a molecule with three bonding pairs and no lone pairs around the central atom?,,Tetrahedral,Trigonal planar,Linear,Octahedral,B,Three bonding pairs and no lone pairs around a central atom give a trigonal planar molecular geometry.,jamb|2023,past-question,active
CHM-0798,JAMB,Chemistry,Atomic Structure,Isotopes,medium,2023,,Isotopes of an element have,,The same number of protons but different numbers of neutrons.,The same number of neutrons and electrons,The same number of protons and neutrons,The same number of protons and electrons,A,Isotopes of an element share the same number of protons but differ in their number of neutrons.,jamb|2023,past-question,active
CHM-0799,JAMB,Chemistry,Chemistry of Metals,Electrochemical series,medium,2023,,Which element is placed at the top of the electrochemical series?,,Copper,Hydrogen,Sodium,Oxygen,C,"Among the given options, sodium is the most reactive and sits highest in the electrochemical (reactivity) series.",jamb|2023,past-question,active
CHM-0800,JAMB,Chemistry,Chemistry of Metals,Transition metals,medium,2023,,Which transition metal is known for its multiple colorful oxidation states and compounds used in pigments and paints?,,Silver (Ag),Copper (Cu),Gold (Au),Zinc (Zn),B,"Copper is well known for its multiple, often colourful oxidation states and compounds widely used in pigments and paints.",jamb|2023,past-question,active
CHM-0801,JAMB,Chemistry,Water Chemistry,Water treatment,medium,2023,,Which of the following methods is commonly used to remove suspended impurities from water?,,Fluoridation,Chlorination,Filtration,Distillation,C,Filtration is used to remove suspended (undissolved) impurities from water.,jamb|2023,past-question,active
CHM-0802,JAMB,Chemistry,Atomic Structure,Valency,medium,2023,,"What is the valency of an element with the electronic configuration 2, 8, 7?",,7,1,2,3,B,"Configuration 2,8,7 (chlorine, 17 electrons) needs just 1 more electron to complete its octet, giving it a valency of 1.",jamb|2023,past-question,active
CHM-0803,JAMB,Chemistry,Qualitative Analysis,Water tests,medium,2023,,"When anhydrous cobalt chloride paper is exposed to water, what color change is observed?",,From pink to blue,From white to blue,From blue to white,From blue to pink,D,"Anhydrous cobalt(II) chloride paper turns from blue to pink on absorbing water, a standard test for water.",jamb|2023,past-question,active
CHM-0804,JAMB,Chemistry,Applied Chemistry,Antacids,hard,2023,,Which type of salt is found in antacid medications and is used to relieve heartburn and indigestion?,,Aluminum chloride,Magnesium chloride,Sodium chloride,Calcium chloride,B,Magnesium-based antacid compounds are commonly used to relieve heartburn and indigestion by neutralizing stomach acid.,jamb|2023,past-question,active
CHM-0805,JAMB,Chemistry,Atomic Structure,Atomic number,medium,2023,,What is the atomic number of aluminium?,,13,26,14,12,A,Aluminium has atomic number 13.,jamb|2023,past-question,active
CHM-0806,JAMB,Chemistry,Chemistry of Metals,Alloys,medium,2023,,Which of the following metals is commonly alloyed with copper to make brass?,,Iron,Nickel,Aluminum,Zinc,D,Brass is an alloy of copper and zinc.,jamb|2023,past-question,active
CHM-0807,JAMB,Chemistry,Organic Chemistry,Esterification,medium,2023,,What happens when alkanoic acids react with alcohols in the presence of an acid catalyst?,,Saponification,Esterification,Polymerization,Hydrolysis,B,An alkanoic acid reacting with an alcohol in the presence of an acid catalyst undergoes esterification.,jamb|2023,past-question,active
CHM-0808,JAMB,Chemistry,Organic Chemistry,Aldehydes,medium,2023,,Which functional group is present in alkanals?,,Carbonyl group (C=O),Hydroxyl group (-OH),Alkyl group (-R),Carboxyl group (-COOH),A,Alkanals (aldehydes) contain the carbonyl (C=O) functional group.,jamb|2023,past-question,active
CHM-0809,JAMB,Chemistry,Gas Laws,Boyle's law,medium,2023,,"At 2.0 atm pressure, the volume of a gas is 4.0 L. If the pressure is reduced to 1.0 atm while keeping the temperature constant, what will be the new volume of the gas?",,2.0 L,6.0 L,8.0 L,4.0 L,C,"By Boyle's law, P1V1 = P2V2: 2.0x4.0 = 1.0xV2, so V2 = 8.0L.",jamb|2023,past-question,active
CHM-0810,JAMB,Chemistry,Environmental Chemistry,Acid rain,medium,2023,,What is the main environmental concern associated with sulfur dioxide emissions?,,Formation of acid rain,Global warming potential,Depletion of the stratospheric ozone,Depletion of the ozone layer,A,Sulfur dioxide emissions are mainly associated with the formation of acid rain.,jamb|2023,past-question,active
CHM-0811,JAMB,Chemistry,Organic Chemistry,Aromatic substitution,medium,2023,,Benzene can be converted to its derivative toluene by the addition of a methyl group. The reaction is an example of,,Nucleophilic substitution,Elimination reaction,Electrophilic substitution,Addition reaction,C,Adding a methyl group to benzene to form toluene occurs via electrophilic substitution (Friedel-Crafts alkylation).,jamb|2023,past-question,active
CHM-0812,JAMB,Chemistry,Physical Chemistry,Properties of water,medium,2023,,"Why is water often referred to as the ""universal solvent""?",,Water is the most abundant substance on Earth,Water is essential for all living organisms.,Water is involved in many chemical reactions,Water can dissolve a wide variety of substances due to its polar nature,D,"Water's polar molecular nature allows it to dissolve a very wide range of ionic and polar substances, earning it the name 'universal solvent'.",jamb|2023,past-question,active
CHM-0813,JAMB,Chemistry,Physical Chemistry,Colloids,medium,2023,,Which of the following mixtures is an example of a colloid?,,Milk,Orange juice,Saltwater,Sugar dissolved in water,A,"Milk is a colloid, consisting of fat globules and proteins dispersed in a water-based liquid.",jamb|2023,past-question,active
CHM-0814,JAMB,Chemistry,Physical Chemistry,Hygroscopy,medium,2023,,Which of the following substances is NOT hygroscopic?,,Salt,Sugar,Silica gel,Aluminum,D,"Aluminium (a metal) is not hygroscopic, unlike salt, sugar, and silica gel, which readily absorb moisture.",jamb|2023,past-question,active
CHM-0815,JAMB,Chemistry,Quantitative Chemistry,Density calculations,medium,2023,,What is the mass (in grams) of 500 mL of ethanol? (density of ethanol = 0.789 g/mL),,394.5 mL,500 mL,394.5 g,500 g,C,Mass = volume x density = 500 x 0.789 = 394.5g.,jamb|2023,past-question,active
CHM-0816,JAMB,Chemistry,Physical Chemistry,Calorimetry,medium,2023,,The heat of reaction can be determined experimentally using a device called a,,Calorimeter,Barometer,Spectrometer,Thermometer,A,A calorimeter is used to experimentally measure the heat of a reaction.,jamb|2023,past-question,active
CHM-0817,JAMB,Chemistry,Chemistry of Non-metals,Halogens,medium,2023,,Which halogen is a gas at room temperature and is pale yellow in color?,,Chlorine (Cl),Fluorine (F),Iodine (I),Bromine (Br),B,Fluorine is a pale yellow gas at room temperature.,jamb|2023,past-question,active
CHM-0818,JAMB,Chemistry,Gas Laws,Ideal gas equation,medium,2023,,What unit of temperature should be used when applying the ideal gas law?,,Fahrenheit (°F),Kelvin (K),Rankine (°R),Celsius (°C),B,The ideal gas law requires temperature to be expressed in Kelvin.,jamb|2023,past-question,active
CHM-0819,JAMB,Chemistry,Chemistry of Non-metals,Industrial uses of chlorine,medium,2023,,Chlorine gas is commonly used in the production of which of the following industrial compounds?,,Chlorofluorocarbons (CFCs),Methane,Ammonia,Ethanol,A,Chlorine gas is used in the industrial production of chlorofluorocarbons (CFCs).,jamb|2023,past-question,active
CHM-0820,JAMB,Chemistry,Chemistry of Metals,Oxides,medium,2023,,The process of rusting is an example of the formation of,,Basic oxide,Acidic oxide,Reducing oxide,Amphoteric oxide,A,"Rust (iron oxide) is a basic oxide, being the oxide of a metal.",jamb|2023,past-question,active
CHM-0821,JAMB,Chemistry,Electrochemistry,Primary and secondary cells,medium,2023,,Which of the following is an example of a primary cell?,,Alkaline battery,Nickel-cadmium battery,Lead-acid battery,Lithium-ion battery,A,"An alkaline battery is a primary cell, meaning it cannot be recharged, unlike nickel-cadmium, lead-acid, or lithium-ion batteries which are rechargeable (secondary cells).",jamb|2023,past-question,active
CHM-0822,JAMB,Chemistry,Acids Bases and Salts,Properties of acids,medium,2023,,Which of the following is a characteristic property of acids?,,Turn litmus paper blue,Bitter taste,pH value above 7,React with metals to produce hydrogen gas,D,A characteristic property of acids is reacting with reactive metals to liberate hydrogen gas.,jamb|2023,past-question,active
CHM-0823,JAMB,Chemistry,Periodicity,Periodic table blocks,medium,2023,,The lanthanides and actinides are located in which block of the periodic table?,,P-block,S-block,F-block,D-block,C,Lanthanides and actinides are located in the f-block of the periodic table.,jamb|2023,past-question,active
