question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-1995-004,JAMB,Mathematics,Past Questions,,medium,1995,,"A worker’s present salary is #24,000 per annum. His
annual increment is 10% of his basic salary. What would
be his annual salary at the beginning of the third year?",,"#28,800","#29,040","#31,200","#31,944",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,4,yes,no,no
MTH-1995-005,JAMB,Mathematics,Past Questions,,medium,1995,,"Express the product of 0.0014 and 0.011 in standard
form.",,1.54 x 102,1.54 x 10-3,1.54 x 104,1.54 x 10-5,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,5,yes,no,no
MTH-1995-006,JAMB,Mathematics,Past Questions,,medium,1995,,"Evaluate (813/4 - 27 1/3)
3 x 23",,27,1,1/3,1/8,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,6,yes,no,no
MTH-1995-007,JAMB,Mathematics,Past Questions,,medium,1995,,Find the value of (16)3/2 + log 0.0001 + log 32,,,,,,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,7,yes,yes,no
MTH-1995-010,JAMB,Mathematics,Past Questions,,medium,1995,,2,,0.065,0.650,6.500,65.00,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,10,yes,no,no
MTH-1995-008,JAMB,Mathematics,Past Questions,,medium,1995,,"Simplify 12 - 3
12 + 3",,1/3,0,9/15,1,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,8,yes,no,no
MTH-1995-009,JAMB,Mathematics,Past Questions,,medium,1995,,"Four members of a school first eleven cricket team are
also members of the first fourteen rugby team. How
many boys play for at least one of the two teams?",,25,21,16,3,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,9,yes,no,no
MTH-1995-011,JAMB,Mathematics,Past Questions,,medium,1995,,"If x – 1 and x + 1 are both factors of the equation x3 +
px3 + qx + 6 = 0, evaluate p and q",,"–6, -1","6, 1",-1,"6, -6",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,11,yes,no,no
MTH-1995-012,JAMB,Mathematics,Past Questions,,medium,1995,,"12.
Find a positive value of p if the equation 2x2 – px + p
leaves a remainder 6 when added",,1,2,3,4,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,12,yes,no,no
MTH-1995-013,JAMB,Mathematics,Past Questions,,medium,1995,,"Find r in terms of K, Q and S if s = 2r (Q+)",,r2 - k,"r2 - k
2r2Q Q 4r2Q",r2 - k,"r2 - k
2r2Q 4r2Q",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,13,yes,no,no
MTH-1995-014,JAMB,Mathematics,Past Questions,,medium,1995,,"The graph of f(x) = x2 - 5x + 6 crosses the x-axis at the
points",,"(-6, 0)(-1, 0)","(-3,0)(-2, 0)","(-6, 0)(1, 0)","(2, 0)(3, 0)",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,14,yes,no,no
MTH-1995-015,JAMB,Mathematics,Past Questions,,medium,1995,,"Factorize completely the expression
abx2 + 6y – 3ax –2byx",,(ax – 2y)(bx - 3),(bx + 3)(2y - ax),(bx + 3)(ax – 2y),(ax – 2y) (ax - b),,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,15,yes,no,no
MTH-1995-017,JAMB,Mathematics,Past Questions,,medium,1995,,The 4th term of an,,175,85,64,45,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,17,yes,no,no
MTH-1995-018,JAMB,Mathematics,Past Questions,,medium,1995,,"Simplify x2 - 1
x3 + 2x2 – x - 2",,1/x + 2,x – 1/x + 1,x – 1/x + 2,1/x – 2,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,18,yes,no,no
MTH-1995-019,JAMB,Mathematics,Past Questions,,medium,1995,,Express 5x – ½ (x - 2)(x - 3) in partial fraction,,2/x – 2 – 3/x – 3,2/x – 2 + 3/x – 3,2/x – 3 – 3x –2,"5/x – 3 + 4/x – 2
y",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,19,yes,no,no
MTH-1995-020,JAMB,Mathematics,Past Questions,,medium,1995,,"-1 0 1 2 x
Use the graph of the curve y = f(x) above to solve the
inequality f(x) > 0.",,"-1 x  1, x > 2","x -1, 1, < x > 2","x -1, 1  x  2","x  2, -1  x  1",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,20,yes,no,no
MTH-1995-021,JAMB,Mathematics,Past Questions,,medium,1995,,"Which of the following binary operation is commutative
in a set of integers?",,a*b = a + 2b,a*b = a + b –ab,a*b = a2 + b,a*b = a(b + 1)/2,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,21,yes,no,no
MTH-1995-022,JAMB,Mathematics,Past Questions,,medium,1995,,"If a*b = +ab, Evaluate 2*(12*27)",,12,9,6,2,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,22,yes,no,no
MTH-1995-023,JAMB,Mathematics,Past Questions,,medium,1995,,"Find the sum to infinity of the following sequence
1, 9/10, (9/10)2, (9/10)3",,1/10,9/10,10/9,10,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,23,yes,no,no
MTH-1995-024,JAMB,Mathematics,Past Questions,,medium,1995,,"Find the value of K if 2, 1, 1
2, 1 k
1, 3 -1 = 23",,1,2,,,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,41,24,yes,yes,no
MTH-1995-025,JAMB,Mathematics,Past Questions,,medium,1995,,"If X = 1, 2 and Y = 2, 1
0, 3 4, 3",,"(10, 7)","(2, 7)
(12, 9) (1, 17)","(10, 4)","(4, 3)
( 4, 6) (10, 9)",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,25,yes,no,no
MTH-1995-026,JAMB,Mathematics,Past Questions,,medium,1995,,"81O
x
53O
Determine the value of x in the figure above",,1340,810,530,"460
Z",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,26,yes,no,yes
MTH-1995-027,JAMB,Mathematics,Past Questions,,medium,1995,,"Y
X
P T
PT is a tangent to the circle TYZX, YT = YX and <
PTX = 500. calculate <TZY",,500,650,850,1300,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,27,yes,no,no
MTH-1995-028,JAMB,Mathematics,Past Questions,,medium,1995,,"In a triangle XYZ, <YXZ = 440? and <XYZ = 1120.
calculate the acute angle between the internal triangle
of <XYZ and <XZY.",,420,560,680,780,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,28,yes,no,no
MTH-1995-029,JAMB,Mathematics,Past Questions,,medium,1995,,"Find the distance between two towns P(450N, 300N) and
Q(150S, 300W) if the radius of the earth is 7 000km.",,1 100,"2 200
3 3","11 000
3",,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,29,yes,yes,no
MTH-1995-030,JAMB,Mathematics,Past Questions,,medium,1995,,"Two perpendicular lines PQ and QR intersect at (1, -1). If
the equation of PQ is x – 2y + 4 = 0, find the equation of
QR.",,x – 2y + 1 = 0,2x + y – 3 – 0,x – 2y – 3 = 0,2x + y – 1 = 0,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,30,yes,no,no
MTH-1995-031,JAMB,Mathematics,Past Questions,,medium,1995,,"P is on the locus of a point equidistant form two given
points X and Y. UV is a straight line through Y parallel
to the locus. If < PYU is 400 find <XPY",,1000,800,500,"400
117O",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,31,yes,no,no
MTH-1995-032,JAMB,Mathematics,Past Questions,,medium,1995,,"k
m
n
xO
In the diagram above, k, m, and n are parallel lines.
What is the value of the angle marked x?",,370,630,1170,1530,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,32,yes,no,yes
MTH-1995-033,JAMB,Mathematics,Past Questions,,medium,1995,,"12 cm
14 cm
In the diagram above, the base diameters is 14cm while
the height is 12cm. Calculate the total surface area if
the cylinder has both a base and a top (p = 22/7)",,836cm2,528cm2,308cm2,"154cm2
Q",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,33,yes,no,yes
MTH-1995-034,JAMB,Mathematics,Past Questions,,medium,1995,,"30O
P R
10 cm
In the diagram above, find PQ if the area of triangle
PQR is 35ccm2",,97cm,10cm,14cm,17cm,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,34,yes,no,yes
MTH-1995-035,JAMB,Mathematics,Past Questions,,medium,1995,,"A schoolboy lying on the ground 30m away from the
foot of a water tank lower observes that the angle of
elevation of the top of the tank is 600. Calculate the
height of the water tank.",,60m,30.3m,20.3m,10.3m,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,35,yes,no,no
MTH-1995-036,JAMB,Mathematics,Past Questions,,medium,1995,,"QRS is a triangle with QS = 12m, <RQS = 300 and
<QRS = 450, calculate the length of RS.",,182m,122m,62m,32m,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,36,yes,no,no
MTH-1995-037,JAMB,Mathematics,Past Questions,,medium,1995,,"Which of the following is a sketch of y = 3 sin x?
3",,,"0 0
2 2
2 2 3
3",3,"3
0
0
2 2 2 2
3 3",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,37,yes,yes,no
MTH-1995-038,JAMB,Mathematics,Past Questions,,medium,1995,,The derivative of cosec x is,,tan x cosec x,– cot x cosec x,tan x sec x,–cot x sec x,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,38,yes,no,no
MTH-1995-039,JAMB,Mathematics,Past Questions,,medium,1995,,"For what value of x is the tangent o the curve y = x2 –
4x + 3 parallel to the x – axis?",,3,2,1,0,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,39,yes,no,no
MTH-1995-040,JAMB,Mathematics,Past Questions,,medium,1995,,"Two variables x and y are such that dy/dx = 4x – 3 and y
= 5 when x = 2. find y in terms of x",,2x2 – 3x + 5,2x2 – 3x + 3,2x2 – 3x,4,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,40,yes,no,no
MTH-1995-041,JAMB,Mathematics,Past Questions,,medium,1995,,"Find the area bounded by the curve y = 3x2 – 2x + 1, the
coordinates x = 1 and y = 3 and the x-axis",,24 9.,22 47,21,20,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,42,41,yes,no,no
MTH-1995-042,JAMB,Mathematics,Past Questions,,medium,1995,,"Age in years 13 14 15 16 17
No . of students 3 10 30 42 15
The frequency distribution above shows the ages of
students in a secondary school. In a pie chart constructed
to represent the data, the angle corresponding to the 15
years-old is",,270,300,540,1080,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,42,yes,no,yes
MTH-1995-043,JAMB,Mathematics,Past Questions,,medium,1995,,"History
Econ
1
o
5
m
0O
i c s 90
O
French",,25,15,10,8,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,43,yes,no,yes
MTH-1995-044,JAMB,Mathematics,Past Questions,,medium,1995,,"The mean and the range of the set of numbers
0.20,1.00,0.90,1.40,0.80,0.80,1.20,and 1.10
are m and r respectively. Find m + r",,1.11,1.65,1.85,2.45,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,44,yes,no,no
MTH-1995-045,JAMB,Mathematics,Past Questions,,medium,1995,,"Class 1 - 3 4 - 6 7 - 9
Frequency 5 8 5
Find the standard deviation of the data using the table
above
A .5",,,6,5/3,5,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,45,yes,yes,no
MTH-1995-046,JAMB,Mathematics,Past Questions,,medium,1995,,"The variance of the scores 1,2,3,4,5 is",,1.2,1.4,2.0,"3.0
Use the table below to answer questions 47 and 48
Class Frequency Class Class
Interval Boudaries Mid-point",,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,46,yes,no,yes
MTH-1995-047,JAMB,Mathematics,Past Questions,,medium,1995,,find the mode of the distribution,,3.2,3.4,3.7,4.2,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,47,yes,no,no
MTH-1995-048,JAMB,Mathematics,Past Questions,,medium,1995,,The median of the distribution is,,4.0,3.5,3.2,3.0,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,48,yes,no,no
MTH-1995-049,JAMB,Mathematics,Past Questions,,medium,1995,,"Let P be a probability function on set S, where S =
(a ,a ,a ,a ) find P(a ) if P(a ) = P(a ) = 1/6 and P(a )1/5
1 2 3 4 1 2 3 4",,7/10 B 2/3,,1/3,3/10,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,49,yes,yes,no
MTH-1995-050,JAMB,Mathematics,Past Questions,,medium,1995,,"A die has four of its faces coloured while and the
remaining two coloured black . What is the probability
that when the die is thrown two consecutive times, the
top face will be white in both cases?",,2/3,1/9,4/9,1/36,,,,mathematics|jamb|1995|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,50,yes,no,no
MTH-1997-001,JAMB,Mathematics,Past Questions,,medium,1997,,"If (1PO3) = 115 , find P
4 10",,0,1,2,3,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,1,yes,no,no
MTH-1997-002,JAMB,Mathematics,Past Questions,,medium,1997,,"Evaluate 64.7642 – 35.2362 correct to 3 significant
figures",,2960 B 2950,,2860,2850,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,2,yes,yes,no
MTH-1997-003,JAMB,Mathematics,Past Questions,,medium,1997,,Find the value of (0.006) 3 + (0.004) 3 in standard form.,,2.8 X 10-9 B 2.8 X 10-8,,2.8 X 10-7,2.8 X 10-6,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,3,yes,yes,no
MTH-1997-004,JAMB,Mathematics,Past Questions,,medium,1997,,"Given that log 2 = 0.693 and log 3 = 1.097, find
a a
log 13.5
a",,1.404,1.790,2.598,2.790,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,4,yes,no,no
MTH-1997-005,JAMB,Mathematics,Past Questions,,medium,1997,,"Simplify log 96 – 2log 6
2 2",,2 - log 3,"3 – log 3
2 2",log 3 – 3,"log 3 – 2
2 2",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,5,yes,no,no
MTH-1997-006,JAMB,Mathematics,Past Questions,,medium,1997,,"If 8x/2 = [23/8][43/4], find x",,3/8,¾,4/5,5/4,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,6,yes,no,no
MTH-1997-007,JAMB,Mathematics,Past Questions,,medium,1997,,Simplify (23+35)/(35 - 23),,"19 + 4""15/11","19 + 4""15/19","19 + 2""15/11","19 + 2""15/19",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,7,yes,no,no
MTH-1997-008,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the simple interest rate per cent per annum at
which #1000 accumulates to #1240 in 3 years.",,6%,8%,10%,12%,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,8,yes,no,no
MTH-1997-009,JAMB,Mathematics,Past Questions,,medium,1997,,"If U = {S,P,L,E,N,D,O,U,R}
X = {S,P,E,N,D}
Y = {P,N,O,U,R}
Find X(Y’UZ).",,"{P,O,U,R}","{S,P,D,R}","{P,N,D}","{N,D,U}",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,9,yes,no,no
MTH-1997-010,JAMB,Mathematics,Past Questions,,medium,1997,,"A survey of 100 students in an institution shows that
80 students speak Hausa and 20 students Igbo, while
only 9 students speaks both languages. How many
students neither Hausa nor Igbo?",,0,9,11,20,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,10,yes,no,no
MTH-1997-011,JAMB,Mathematics,Past Questions,,medium,1997,,"If the function (x) = x3 + 2x2 + qx – 6 is divisible by x +
1, find q.",,-5,-2,2,5,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,43,11,yes,no,no
MTH-1997-012,JAMB,Mathematics,Past Questions,,medium,1997,,"Solve the simultaneous equations
/ 2 – 3/ = 2, 4/ + 3/ = 10
x y x y",,"x = 3/ , y = ½","x = ½, y = 3/
2 2","x = -1/ , y = -3/","x = ½, y = - 3/
2 2 2",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,12,yes,no,no
MTH-1997-013,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the minimum value of x2 – 3x + 2 for all real
values of x.",,-1/,"-1/
4 2",¼,½,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,13,yes,no,no
MTH-1997-014,JAMB,Mathematics,Past Questions,,medium,1997,,"Make f the subject of the formula
v
t =
1 1
+
f g
gv – t2/gt2",,,gt2/gv – t2,v/t1/2 - 1/g,gv/t2 – g,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,14,yes,yes,no
MTH-1997-015,JAMB,Mathematics,Past Questions,,medium,1997,,"What value of g will make the expression 4x2 – 18xy
– g a perfect square?",,9,9y2/4,81y2,81y2/4,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,15,yes,no,no
MTH-1997-016,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the value of K if 5+2r/ expressed in partial
(r+1)(r-2)
fraction is K / + L / , where K and L are constants.
r-2
r+1",,3,2,1,-1,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,16,yes,no,no
MTH-1997-017,JAMB,Mathematics,Past Questions,,medium,1997,,"Let f(x) = 2x + 4 and g(x) = 6x + 7 where g(x) > 0.
solve the inequality f(x)/ < 1
g(x)",,x < - ¾,x > - 4/3,x > - 3/4,x > - 12,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,17,yes,no,no
MTH-1997-018,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the range of values of x which satisfies the
inequality 12x2< x + 1",,-1/4 < x < 1/3,¼ < x <1/3,-1/3 < x<1/4,-1/4 < x <-1/3,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,18,yes,no,no
MTH-1997-019,JAMB,Mathematics,Past Questions,,medium,1997,,"S is the sum of the first n terms of a series given by
n
S = n2 – 1. find the nth term.
n",,4n + 1,4n – 1,2n + 1,2n – 1,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,19,yes,no,no
MTH-1997-020,JAMB,Mathematics,Past Questions,,medium,1997,,"The nth term of a sequence is given by 31-n. find the
sum of the first three terms of the sequence.",,13/ B 1,,1/ 9,"1/
3 9",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,20,yes,yes,no
MTH-1997-021,JAMB,Mathematics,Past Questions,,medium,1997,,"Two binary operations * and Ä are defined as m*n =
mn – n – 1 and m Ä n = mn + n – 2 for all real numbers
m, n. find the values of 3Ä (4*5).",,60,57,54,42,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,21,yes,no,no
MTH-1997-022,JAMB,Mathematics,Past Questions,,medium,1997,,"If xy = x + y – xy, find x,
when (x*2)+(x*3) = 68",,24,22,-12,-21,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,22,yes,no,no
MTH-1997-023,JAMB,Mathematics,Past Questions,,medium,1997,,"Determines x + y if
2 - 3 (x) = (-1)
-1 4 (y) (8)",,3,4,7,12,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,23,yes,no,no
MTH-1997-024,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the non-zero positive value of x which satisfies
the equation
x 1 0
1 x 1 = 0
0 1 x",,2,3,2,1,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,24,yes,no,no
MTH-1997-025,JAMB,Mathematics,Past Questions,,medium,1997,,"Each of the base angles of an isosceles triangle is
580 and all the vertices of the triangle lie on a
circle. Determine the angle which the base of the
triangle subtends at the centre of the circle.",,1280,1160,640,580,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,25,yes,no,no
MTH-1997-026,JAMB,Mathematics,Past Questions,,medium,1997,,"F
K
34O
x
47O
G
H R
From the figure above, FK//GR and FH = GH,< RFK
= 340 and < FGH = 470. calculate the angle marked x.",,420,520,640,"720
25 cm",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,26,yes,no,yes
MTH-1997-027,JAMB,Mathematics,Past Questions,,medium,1997,,"3 cm
2 cm
X
Y
The figure above shows circles of radii 3cm and 2cm
with centres at X and Y respectively. The circles have
a transverse common tangent of length 25cm.
Calculate XY.",,630 cm,626 cm,615 cm,600 cm,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,27,yes,no,yes
MTH-1997-028,JAMB,Mathematics,Past Questions,,medium,1997,,"A chord of a circle diameter 42cm subtends an angle
0
of 60 at the centre of the circle. Find the length of
the minor arc.",,22 cm,44 cm,110 cm,"220 cm
[  = 22/7]",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,28,yes,no,no
MTH-1997-029,JAMB,Mathematics,Past Questions,,medium,1997,,"An arc of a circle subtends an angle of 700 at the
centre. If the radius of the circle is 6cm, calculate the
area of the sector subtended by the given angle.",,22 cm2,44 cm2,66 cm2,88 cm2,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,29,yes,no,no
